"prov_site","office","custNum","invNum","invoicDate","payDate","balance","totalCharg","tax","po_number","isDeleted","CreatedDate"
"1A2A","Maine Medical Partners","null","1A2A051800","2026-01-11T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2026-01-11T00:00:00.0000000"
"1A2C","Peak Performance Chiropractic","null","1A2C051800","2026-01-12T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2026-01-12T00:00:00.0000000"
"1A2E","Thomas Brunoski MD","null","1A2E051800","2026-01-13T00:00:00.0000000","null","193.320","193.320","0.000","                    ","False","2026-01-13T00:00:00.0000000"
"1A2F","Sandy Springs Psychological As","null","1A2F051800","2026-01-14T00:00:00.0000000","null","49.300","49.300","0.000","                    ","False","2026-01-14T00:00:00.0000000"
"1A2W","Catawba Valley Psychiatry Serv","null","1A2W051800","2026-01-15T00:00:00.0000000","null","1403.250","1403.250","0.000","                    ","False","2026-01-15T00:00:00.0000000"
"1A2Y","Scott C. Stowers, DO","null","1A2Y051800","2026-01-16T00:00:00.0000000","null","640.290","640.290","0.000","                    ","False","2026-01-16T00:00:00.0000000"
"1A32","James E French","null","1A32051800","2026-01-17T00:00:00.0000000","null","205.530","205.530","0.000","                    ","False","2026-01-17T00:00:00.0000000"
"1A35","Medical Business Solutions of","null","1A35051800","2026-01-18T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2026-01-18T00:00:00.0000000"
"1A36","CORELinQ - Visconti Imaging a","null","1A36051800","2026-01-19T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2026-01-19T00:00:00.0000000"
"1A38","Infectious Disease Consultants","null","1A38051800","2026-01-20T00:00:00.0000000","null","135.710","135.710","0.000","                    ","False","2026-01-20T00:00:00.0000000"
"1A39","Van Blair","null","1A39051800","2026-01-21T00:00:00.0000000","null","196.800","196.800","0.000","                    ","False","2026-01-21T00:00:00.0000000"
"1A3A","Full Circle OBGYN","null","1A3A051800","2026-01-22T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-01-22T00:00:00.0000000"
"1A3D","South Suburban Psy Services","null","1A3D051800","2026-01-23T00:00:00.0000000","null","117.600","117.600","0.000","                    ","False","2026-01-23T00:00:00.0000000"
"1A3F","Aziz Kamali MD","null","1A3F051800","2026-01-24T00:00:00.0000000","null","256.550","256.550","0.000","                    ","False","2026-01-24T00:00:00.0000000"
"1A3J","Texas Midwest Gastroenterology","null","1A3J051800","2026-01-25T00:00:00.0000000","null","252.000","252.000","0.000","                    ","False","2026-01-25T00:00:00.0000000"
"1A3K","Ackerman Cancer Center, P.A.","null","1A3K051800","2026-01-26T00:00:00.0000000","null","2325.260","2325.260","0.000","                    ","False","2026-01-26T00:00:00.0000000"
"1A3L","Laser and Cosmetic Surgery","null","1A3L051800","2026-01-27T00:00:00.0000000","null","536.630","536.630","0.000","                    ","False","2026-01-27T00:00:00.0000000"
"1A3M","Mile High Corneal Specialist,","null","1A3M051800","2026-01-28T00:00:00.0000000","null","995.830","995.830","0.000","                    ","False","2026-01-28T00:00:00.0000000"
"1A3T","Downey EyeCare","null","1A3T051800","2026-01-29T00:00:00.0000000","null","47.200","47.200","0.000","                    ","False","2026-01-29T00:00:00.0000000"
"1A3X","Well Eye Care Center","null","1A3X051800","2026-01-30T00:00:00.0000000","null","72.200","72.200","0.000","                    ","False","2026-01-30T00:00:00.0000000"
"1A3Y","Hardin County Regional Health","null","1A3Y051800","2026-01-31T00:00:00.0000000","null","663.200","663.200","0.000","                    ","False","2026-01-31T00:00:00.0000000"
"1A3Z","Trinity Counseling Center LLC","null","1A3Z051800","2026-02-01T00:00:00.0000000","null","160.200","160.200","0.000","                    ","False","2026-02-01T00:00:00.0000000"
"1A45","SMB - Allan Friedman","null","1A45051800","2026-02-02T00:00:00.0000000","null","107.610","107.610","0.000","                    ","False","2026-02-02T00:00:00.0000000"
"1A48","BelAir Center for Plastic & Ha","null","1A48051800","2026-02-03T00:00:00.0000000","null","49.300","49.300","0.000","                    ","False","2026-02-03T00:00:00.0000000"
"1A49","BelAir Center for Plastic & Ha","null","1A49051800","2026-02-04T00:00:00.0000000","null","1323.230","1323.230","0.000","                    ","False","2026-02-04T00:00:00.0000000"
"1A4C","Z & Z Podiatry","null","1A4C051800","2026-02-05T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2026-02-05T00:00:00.0000000"
"1A4G","Debra Schaaf PHD","null","1A4G051800","2026-02-06T00:00:00.0000000","null","96.460","96.460","0.000","                    ","False","2026-02-06T00:00:00.0000000"
"1A4L","Smoky Mountain Eye Care PC","null","1A4L051800","2026-02-07T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-02-07T00:00:00.0000000"
"1A4W","Kevin Waugh DC","null","1A4W051800","2026-02-08T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2026-02-08T00:00:00.0000000"
"1A4X","Katz Medical Billing - per cla","null","1A4X051800","2026-02-09T00:00:00.0000000","null","370.260","370.260","0.000","                    ","False","2026-02-09T00:00:00.0000000"
"1A4Z","The Health Group of McMinnvill","null","1A4Z051800","2026-02-10T00:00:00.0000000","null","1352.270","1352.270","0.000","                    ","False","2026-02-10T00:00:00.0000000"
"1A50","North Georgia Family Medicine","null","1A50051800","2026-02-11T00:00:00.0000000","null","3663.180","3663.180","0.000","                    ","False","2026-02-11T00:00:00.0000000"
"1A51","Total Wellness Chiropractic","null","1A51051800","2026-02-12T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-02-12T00:00:00.0000000"
"1A54","PASGV Usborne Family Medicine","null","1A54051800","2026-02-13T00:00:00.0000000","null","196.800","196.800","0.000","                    ","False","2026-02-13T00:00:00.0000000"
"1A55","Quickcare LLC","null","1A55051800","2026-02-14T00:00:00.0000000","null","209.390","209.390","0.000","                    ","False","2026-02-14T00:00:00.0000000"
"1A57","Orange County Vascular Special","null","1A57051800","2026-02-15T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2026-02-15T00:00:00.0000000"
"1A5D","NRCM-Maryville Phy Svcs, Inc.","null","1A5D051800","2026-02-16T00:00:00.0000000","null","10394.220","10394.220","0.000","                    ","False","2026-02-16T00:00:00.0000000"
"1A5H","Northwest Peds (SP)","null","1A5H051800","2026-02-17T00:00:00.0000000","null","1901.560","1901.560","0.000","                    ","False","2026-02-17T00:00:00.0000000"
"1A5L","Sachin R. Shenoy, MD PA","null","1A5L051800","2026-02-18T00:00:00.0000000","null","391.080","391.080","0.000","                    ","False","2026-02-18T00:00:00.0000000"
"1A5P","Advanced EyeCare","null","1A5P051800","2026-02-19T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2026-02-19T00:00:00.0000000"
"1A5R","Mena Eye Care","null","1A5R051800","2026-02-20T00:00:00.0000000","null","1101.230","1101.230","0.000","                    ","False","2026-02-20T00:00:00.0000000"
"1A5U","Snohomish County Fire Dist #8","null","1A5U051800","2026-02-21T00:00:00.0000000","null","117.600","117.600","0.000","                    ","False","2026-02-21T00:00:00.0000000"
"1A5V","Jane Weinberg MD","null","1A5V051800","2026-02-22T00:00:00.0000000","null","190.540","190.540","0.000","                    ","False","2026-02-22T00:00:00.0000000"
"1A5X","David C Norman, MD","null","1A5X051800","2026-02-23T00:00:00.0000000","null","209.390","209.390","0.000","                    ","False","2026-02-23T00:00:00.0000000"
"1A61","Daniel R. Theesfeld, M.D.","null","1A61051800","2026-02-24T00:00:00.0000000","null","255.010","255.010","0.000","                    ","False","2026-02-24T00:00:00.0000000"
"1A62","Hagen Chiropractic","null","1A62051800","2026-02-25T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2026-02-25T00:00:00.0000000"
"1A67","Eyes On Site","null","1A67051800","2026-02-26T00:00:00.0000000","null","220.510","220.510","0.000","                    ","False","2026-02-26T00:00:00.0000000"
"1A69","Julie Hardy LLC","null","1A69051800","2026-02-27T00:00:00.0000000","null","163.780","163.780","0.000","                    ","False","2026-02-27T00:00:00.0000000"
"1A6A","Eason Eye Care","null","1A6A051800","2026-02-28T00:00:00.0000000","null","146.400","146.400","0.000","                    ","False","2026-02-28T00:00:00.0000000"
"1A6G","Carteret Medical Specialists","null","1A6G051800","2026-03-01T00:00:00.0000000","null","904.930","904.930","0.000","                    ","False","2026-03-01T00:00:00.0000000"
"1A6J","Ram Nemani MD","null","1A6J051800","2026-03-02T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2026-03-02T00:00:00.0000000"
"1A6L","The Skin Center Dermatology Gr","null","1A6L051800","2026-03-03T00:00:00.0000000","null","494.990","494.990","0.000","                    ","False","2026-03-03T00:00:00.0000000"
"1A6P","Southwest Neurospine Institute","null","1A6P051800","2026-03-04T00:00:00.0000000","null","423.820","423.820","0.000","                    ","False","2026-03-04T00:00:00.0000000"
"1A6Q","Mamonluk - Chua Medical Group","null","1A6Q051800","2026-03-05T00:00:00.0000000","null","297.000","297.000","0.000","                    ","False","2026-03-05T00:00:00.0000000"
"1A6U","SEMO-Behavioral Health","null","1A6U051800","2026-03-06T00:00:00.0000000","null","71.000","71.000","0.000","                    ","False","2026-03-06T00:00:00.0000000"
"1A6X","Shelly C McCormick","null","1A6X051800","2026-03-07T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2026-03-07T00:00:00.0000000"
"1A6Z","Sarasota Plastic Surgery Inc","null","1A6Z051800","2026-03-08T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2026-03-08T00:00:00.0000000"
"1A70","Jacksonville Nephrology","null","1A70051800","2026-03-09T00:00:00.0000000","null","134.000","134.000","0.000","                    ","False","2026-03-09T00:00:00.0000000"
"1A71","Independent Lung Associates","null","1A71051800","2026-03-10T00:00:00.0000000","null","1686.920","1686.920","0.000","                    ","False","2026-03-10T00:00:00.0000000"
"1A74","Westerfield Chiropractic","null","1A74051800","2026-03-11T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2026-03-11T00:00:00.0000000"
"1A7C","Central Tri-Cities Gastroenter","null","1A7C051800","2026-03-12T00:00:00.0000000","null","141.000","141.000","0.000","                    ","False","2026-03-12T00:00:00.0000000"
"1A7D","Ramesh Patel MD","null","1A7D051800","2026-03-13T00:00:00.0000000","null","198.450","198.450","0.000","                    ","False","2026-03-13T00:00:00.0000000"
"1A7E","W Wilson Gray MD Phd PC","null","1A7E051800","2026-03-14T00:00:00.0000000","null","199.250","199.250","0.000","                    ","False","2026-03-14T00:00:00.0000000"
"1A8J","Eye to Eye Optometry","null","1A8J051800","2026-03-15T00:00:00.0000000","null","236.550","236.550","0.000","                    ","False","2026-03-15T00:00:00.0000000"
"1A8K","IDL Medical PA","null","1A8K051800","2026-03-16T00:00:00.0000000","null","856.920","856.920","0.000","                    ","False","2026-03-16T00:00:00.0000000"
"1A8N","Allergy & Asthma Clinic of Mac","null","1A8N051800","2026-03-17T00:00:00.0000000","null","256.580","256.580","0.000","                    ","False","2026-03-17T00:00:00.0000000"
"1A8Q","Huntington Dermatology Inc","null","1A8Q051800","2026-03-18T00:00:00.0000000","null","1906.820","1906.820","0.000","                    ","False","2026-03-18T00:00:00.0000000"
"1A8S","Modern Eyecare Center","null","1A8S051800","2026-03-19T00:00:00.0000000","null","47.200","47.200","0.000","                    ","False","2026-03-19T00:00:00.0000000"
"1A95","ODISH INVESTMENTS LLC","null","1A95051800","2026-03-20T00:00:00.0000000","null","12.200","12.200","0.000","                    ","False","2026-03-20T00:00:00.0000000"
"1A9C","Healthfirst Family Medical Cli","null","1A9C051800","2026-03-21T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-03-21T00:00:00.0000000"
"1A9J","NC MedicPalmetto Medical Group","null","1A9J051800","2026-03-22T00:00:00.0000000","null","1121.250","1121.250","0.000","                    ","False","2026-03-22T00:00:00.0000000"
"1A9K","Dirk J Warner OD INC","null","1A9K051800","2026-03-23T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2026-03-23T00:00:00.0000000"
"1A9L","Freeman Eyecare, PA","null","1A9L051800","2026-03-24T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2026-03-24T00:00:00.0000000"
"1A9N","Central Delaware Family Medici","null","1A9N051800","2026-03-25T00:00:00.0000000","null","295.200","295.200","0.000","                    ","False","2026-03-25T00:00:00.0000000"
"1A9U","Michigan Avenue Immediate Care","null","1A9U051800","2026-03-26T00:00:00.0000000","null","5078.030","5078.030","0.000","                    ","False","2026-03-26T00:00:00.0000000"
"1A9Y","Dr. Dale W. Muth","null","1A9Y051800","2026-03-27T00:00:00.0000000","null","199.410","199.410","0.000","                    ","False","2026-03-27T00:00:00.0000000"
"1AA2","Accuvision Eye MD Caregroup PC","null","1AA2051800","2026-03-28T00:00:00.0000000","null","226.500","226.500","0.000","                    ","False","2026-03-28T00:00:00.0000000"
"1AA3","Moore Wellness Inc","null","1AA3051800","2026-03-29T00:00:00.0000000","null","69.300","69.300","0.000","                    ","False","2026-03-29T00:00:00.0000000"
"1AA5","Todd Darmody MD dba Advanced E","null","1AA5051800","2026-03-30T00:00:00.0000000","null","8.600","8.600","0.000","                    ","False","2026-03-30T00:00:00.0000000"
"1AA9","Joseph A. D`Amico, OD","null","1AA9051800","2026-03-31T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2026-03-31T00:00:00.0000000"
"1AAA","Yu Neurology and Electrodiagno","null","1AAA051800","2026-04-01T00:00:00.0000000","null","590.400","590.400","0.000","                    ","False","2026-04-01T00:00:00.0000000"
"1AAF","PDSBS - Kidney Disease Consult","null","1AAF051800","2026-04-02T00:00:00.0000000","null","165.360","165.360","0.000","                    ","False","2026-04-02T00:00:00.0000000"
"1AAG","Advance Vision Eyecare","null","1AAG051800","2026-04-03T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-04-03T00:00:00.0000000"
"1AAJ","Port Gamble SKlallam Health Ce","null","1AAJ051800","2026-04-04T00:00:00.0000000","null","196.800","196.800","0.000","                    ","False","2026-04-04T00:00:00.0000000"
"1AAK","Brewer Chiropractic","null","1AAK051800","2026-04-05T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-04-05T00:00:00.0000000"
"1AAM","Peace EyeCare","null","1AAM051800","2026-04-06T00:00:00.0000000","null","47.200","47.200","0.000","                    ","False","2026-04-06T00:00:00.0000000"
"1AAR","Frase Chiropractic","null","1AAR051800","2026-04-07T00:00:00.0000000","null","122.180","122.180","0.000","                    ","False","2026-04-07T00:00:00.0000000"
"1AAT","Lucas Chiropractic Clinic, Inc","null","1AAT051800","2026-04-08T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2026-04-08T00:00:00.0000000"
"1AB4","Laszlo Weiss, MD","null","1AB4051800","2026-04-09T00:00:00.0000000","null","52.050","52.050","0.000","                    ","False","2026-04-09T00:00:00.0000000"
"1AB6","Drs.  Jordan & Bondurant, PLLC","null","1AB6051800","2026-04-10T00:00:00.0000000","null","2385.660","2385.660","0.000","                    ","False","2026-04-10T00:00:00.0000000"
"1ABB","MODULEMD LLC-Tatineni","null","1ABB051800","2026-04-11T00:00:00.0000000","null","85.000","85.000","0.000","                    ","False","2026-04-11T00:00:00.0000000"
"1AC3","Charles River Community Health","null","1AC3051800","2026-04-12T00:00:00.0000000","null","1190.400","1190.400","0.000","                    ","False","2026-04-12T00:00:00.0000000"
"1AC7","Stuart L. Sklar OD, PC","null","1AC7051800","2026-04-13T00:00:00.0000000","null","47.200","47.200","0.000","                    ","False","2026-04-13T00:00:00.0000000"
"1ACA","Soltis Family Chiropractic","null","1ACA051800","2026-04-14T00:00:00.0000000","null","301.060","301.060","0.000","                    ","False","2026-04-14T00:00:00.0000000"
"1ACD","Contemporary Womens Health","null","1ACD051800","2026-04-15T00:00:00.0000000","null","523.150","523.150","0.000","                    ","False","2026-04-15T00:00:00.0000000"
"1ACF","Catawba Valley Medical Center-","null","1ACF051800","2026-04-16T00:00:00.0000000","null","392.000","392.000","0.000","                    ","False","2026-04-16T00:00:00.0000000"
"1ACJ","Fanelli Eye Assoc. OD, PA","null","1ACJ051800","2026-04-17T00:00:00.0000000","null","367.920","367.920","0.000","                    ","False","2026-04-17T00:00:00.0000000"
"1ACL","Justin C Wilkins and Associate","null","1ACL051800","2026-04-18T00:00:00.0000000","null","88.400","88.400","0.000","                    ","False","2026-04-18T00:00:00.0000000"
"1ACM","Neurology Associates LLP","null","1ACM051800","2026-04-19T00:00:00.0000000","null","2619.530","2619.530","0.000","                    ","False","2026-04-19T00:00:00.0000000"
"1ACN","Lester Prairie Chiropractic","null","1ACN051800","2026-04-20T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-04-20T00:00:00.0000000"
"1ACR","20/20 EyeCare","null","1ACR051800","2026-04-21T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2026-04-21T00:00:00.0000000"
"1ACT","PASGV Glenn Ho, MD","null","1ACT051800","2026-04-22T00:00:00.0000000","null","98.400","98.400","0.000","                    ","False","2026-04-22T00:00:00.0000000"
"1ACU","Fick Eyecare, Inc.","null","1ACU051800","2026-04-23T00:00:00.0000000","null","499.500","499.500","0.000","                    ","False","2026-04-23T00:00:00.0000000"
"1AD9","The Bone and Joint Clinic","null","1AD9051800","2026-04-24T00:00:00.0000000","null","465.010","465.010","0.000","                    ","False","2026-04-24T00:00:00.0000000"
"1ADM","Allergy & Asthma Clinics of GA","null","1ADM051800","2026-04-25T00:00:00.0000000","null","271.800","271.800","0.000","                    ","False","2026-04-25T00:00:00.0000000"
"1ADP","Edina Chiropractic Health Ctr","null","1ADP051800","2026-04-26T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-04-26T00:00:00.0000000"
"1ADQ","William D. Zeichner MD","null","1ADQ051800","2026-04-27T00:00:00.0000000","null","235.010","235.010","0.000","                    ","False","2026-04-27T00:00:00.0000000"
"1AE8","ACC Med Bill EO, L Sood","null","1AE8051800","2026-04-28T00:00:00.0000000","null","22.160","22.160","0.000","                    ","False","2026-04-28T00:00:00.0000000"
"1AEA","Jeannette G Warner, MD","null","1AEA051800","2026-04-29T00:00:00.0000000","null","290.450","290.450","0.000","                    ","False","2026-04-29T00:00:00.0000000"
"1AEB","Randall B Rigdon","null","1AEB051800","2026-04-30T00:00:00.0000000","null","448.840","448.840","0.000","                    ","False","2026-04-30T00:00:00.0000000"
"1AEC","Callenberger Orthiopedic S","null","1AEC051800","2026-05-01T00:00:00.0000000","null","325.830","325.830","0.000","                    ","False","2026-05-01T00:00:00.0000000"
"1AEL","Miguel Pupiales MD","null","1AEL051800","2026-05-02T00:00:00.0000000","null","236.550","236.550","0.000","                    ","False","2026-05-02T00:00:00.0000000"
"1AEN","The Billing Department","null","1AEN051800","2026-05-03T00:00:00.0000000","null","221.000","221.000","0.000","                    ","False","2026-05-03T00:00:00.0000000"
"1AEQ","Family Medicine of South City","null","1AEQ051800","2026-05-04T00:00:00.0000000","null","214.390","214.390","0.000","                    ","False","2026-05-04T00:00:00.0000000"
"1AET","Lone Star Orthopedics","null","1AET051800","2026-05-05T00:00:00.0000000","null","923.000","923.000","0.000","                    ","False","2026-05-05T00:00:00.0000000"
"1AEV","Harry Linkous MD","null","1AEV051800","2026-05-06T00:00:00.0000000","null","136.500","136.500","0.000","                    ","False","2026-05-06T00:00:00.0000000"
"1AEW","Scottsdale Infectious Diseases","null","1AEW051800","2026-05-07T00:00:00.0000000","null","771.880","771.880","0.000","                    ","False","2026-05-07T00:00:00.0000000"
"1AF1","Swagel-Wooton Eye Center, LTD","null","1AF1051800","2026-05-08T00:00:00.0000000","null","1006.070","1006.070","0.000","                    ","False","2026-05-08T00:00:00.0000000"
"1AF2","Jalal Rais Dana MD","null","1AF2051800","2026-05-09T00:00:00.0000000","null","22.160","22.160","0.000","                    ","False","2026-05-09T00:00:00.0000000"
"1AFJ","Lukovsky Chiropractic","null","1AFJ051800","2026-05-10T00:00:00.0000000","null","418.780","418.780","0.000","                    ","False","2026-05-10T00:00:00.0000000"
"1AFN","Healthcare Group for Women","null","1AFN051800","2026-05-11T00:00:00.0000000","null","27.030","27.030","0.000","                    ","False","2026-05-11T00:00:00.0000000"
"1AFP","OB-GYN Physicians","null","1AFP051800","2026-05-12T00:00:00.0000000","null","28.340","28.340","0.000","                    ","False","2026-05-12T00:00:00.0000000"
"1AFR","Bolivar OB-GYN","null","1AFR051800","2026-05-13T00:00:00.0000000","null","25.850","25.850","0.000","                    ","False","2026-05-13T00:00:00.0000000"
"1AFS","Mid County Orthopaedic Surgery","null","1AFS051800","2026-05-14T00:00:00.0000000","null","149.530","149.530","0.000","                    ","False","2026-05-14T00:00:00.0000000"
"1AFY","Genesis OB-GYN","null","1AFY051800","2026-05-15T00:00:00.0000000","null","20.000","20.000","0.000","                    ","False","2026-05-15T00:00:00.0000000"
"1AG2","Freeman Eyecare, PA","null","1AG2051800","2026-05-16T00:00:00.0000000","null","209.000","209.000","0.000","                    ","False","2026-05-16T00:00:00.0000000"
"1AG6","Anita Mathur MD Inc","null","1AG6051800","2026-05-17T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2026-05-17T00:00:00.0000000"
"1AG8","Wendy Winter-Romer","null","1AG8051800","2026-05-18T00:00:00.0000000","null","49.300","49.300","0.000","                    ","False","2026-05-18T00:00:00.0000000"
"1AGA","Rouse Vision Clinic, LLC","null","1AGA051800","2026-05-19T00:00:00.0000000","null","239.590","239.590","0.000","                    ","False","2026-05-19T00:00:00.0000000"
"1AGG","Personal Touch Medical Center","null","1AGG051800","2026-05-20T00:00:00.0000000","null","230.010","230.010","0.000","                    ","False","2026-05-20T00:00:00.0000000"
"1AGS","Steven J Glasser","null","1AGS051800","2026-05-21T00:00:00.0000000","null","195.540","195.540","0.000","                    ","False","2026-05-21T00:00:00.0000000"
"1AGV","Pro Health Chiropractic","null","1AGV051800","2026-05-22T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2026-05-22T00:00:00.0000000"
"1AGY","Premier Care Orthopedics South","null","1AGY051800","2026-05-23T00:00:00.0000000","null","524.530","524.530","0.000","                    ","False","2026-05-23T00:00:00.0000000"
"1AH0","Jefferson County Orthopaedics","null","1AH0051800","2026-05-24T00:00:00.0000000","null","25.470","25.470","0.000","                    ","False","2026-05-24T00:00:00.0000000"
"1AH1","Signature Allergy/Immunology","null","1AH1051800","2026-05-25T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2026-05-25T00:00:00.0000000"
"1AH5","David M Stoll MD","null","1AH5051800","2026-05-26T00:00:00.0000000","null","236.550","236.550","0.000","                    ","False","2026-05-26T00:00:00.0000000"
"1AHE","Vision One - Walter Krickich,","null","1AHE051800","2026-05-27T00:00:00.0000000","null","0.000","0.000","0.000","                    ","False","2026-05-27T00:00:00.0000000"
"1AHG","John R Swenson DPM","null","1AHG051800","2026-05-28T00:00:00.0000000","null","230.390","230.390","0.000","                    ","False","2026-05-28T00:00:00.0000000"
"1AHK","Tesson Ferry Spine and Orthope","null","1AHK051800","2026-05-29T00:00:00.0000000","null","25.000","25.000","0.000","                    ","False","2026-05-29T00:00:00.0000000"
"1AHM","PDSBS - William T Weiss MD","null","1AHM051800","2026-05-30T00:00:00.0000000","null","85.180","85.180","0.000","                    ","False","2026-05-30T00:00:00.0000000"
"1AHQ","Nebraska Specialty Network DBA","null","1AHQ051800","2026-05-31T00:00:00.0000000","null","2485.200","2485.200","0.000","                    ","False","2026-05-31T00:00:00.0000000"
"1AHU","Pennridge Wellness Center","null","1AHU051800","2026-06-01T00:00:00.0000000","null","135.850","135.850","0.000","                    ","False","2026-06-01T00:00:00.0000000"
"1AJ0","Leon Dick MD PA","null","1AJ0051800","2026-06-02T00:00:00.0000000","null","224.410","224.410","0.000","                    ","False","2026-06-02T00:00:00.0000000"
"1AJ1","Tatum Highlands Medical Associ","null","1AJ1051800","2026-06-03T00:00:00.0000000","null","75.000","75.000","0.000","                    ","False","2026-06-03T00:00:00.0000000"
"1AJ7","Comprehensive Neurology Svcs","null","1AJ7051800","2026-06-04T00:00:00.0000000","null","1421.270","1421.270","0.000","                    ","False","2026-06-04T00:00:00.0000000"
"1AJN","Psychodrama & Psychotherapy Ce","null","1AJN051800","2026-06-05T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2026-06-05T00:00:00.0000000"
"1AJP","Niagara Eye Associates","null","1AJP051800","2026-06-06T00:00:00.0000000","null","667.890","667.890","0.000","                    ","False","2026-06-06T00:00:00.0000000"
"1AJW","Maria Fragoulis","null","1AJW051800","2026-06-07T00:00:00.0000000","null","113.200","113.200","0.000","                    ","False","2026-06-07T00:00:00.0000000"
"1AK0","Barnesville Vision Center","null","1AK0051800","2026-06-08T00:00:00.0000000","null","53.500","53.500","0.000","                    ","False","2026-06-08T00:00:00.0000000"
"1AK5","River Parishes Eye Care","null","1AK5051800","2026-06-09T00:00:00.0000000","null","190.680","190.680","0.000","                    ","False","2026-06-09T00:00:00.0000000"
"1AK7","Hudson Neuropsychology Consult","null","1AK7051800","2026-06-10T00:00:00.0000000","null","74.300","74.300","0.000","                    ","False","2026-06-10T00:00:00.0000000"
"1AKC","Schuessler Pope Kehl Barnes &","null","1AKC051800","2026-06-11T00:00:00.0000000","null","2266.890","2266.890","0.000","                    ","False","2026-06-11T00:00:00.0000000"
"1AKE","Midwest Healthcare Center","null","1AKE051800","2026-06-12T00:00:00.0000000","null","113.400","113.400","0.000","                    ","False","2026-06-12T00:00:00.0000000"
"1AL7","Premier Orthopedics and Sports","null","1AL7051800","2026-06-13T00:00:00.0000000","null","8.990","8.990","0.000","                    ","False","2026-06-13T00:00:00.0000000"
"1AL9","William A Ball Jr MD APMC","null","1AL9051800","2026-06-14T00:00:00.0000000","null","5.000","5.000","0.000","                    ","False","2026-06-14T00:00:00.0000000"
"1ALD","Kenneth B Levine OD and Assoc.","null","1ALD051800","2026-06-15T00:00:00.0000000","null","225.510","225.510","0.000","                    ","False","2026-06-15T00:00:00.0000000"
"1ALE","W.S. Asthma and Allergy SC.","null","1ALE051800","2026-06-16T00:00:00.0000000","null","389.940","389.940","0.000","                    ","False","2026-06-16T00:00:00.0000000"
"1ALF","Ellen Sundberg Ph.D.","null","1ALF051800","2026-06-17T00:00:00.0000000","null","69.900","69.900","0.000","                    ","False","2026-06-17T00:00:00.0000000"
"1ALR","Mission EyeCare","null","1ALR051800","2026-06-18T00:00:00.0000000","null","133.400","133.400","0.000","                    ","False","2026-06-18T00:00:00.0000000"
"1AM7","Newman Eye Clinic","null","1AM7051800","2026-06-19T00:00:00.0000000","null","204.410","204.410","0.000","                    ","False","2026-06-19T00:00:00.0000000"
"1AM9","S K Shammaa MD","null","1AM9051800","2026-06-20T00:00:00.0000000","null","396.900","396.900","0.000","                    ","False","2026-06-20T00:00:00.0000000"
"1AMP","Central Chiropractic LLC","null","1AMP051800","2026-06-21T00:00:00.0000000","null","155.850","155.850","0.000","                    ","False","2026-06-21T00:00:00.0000000"
"1AMW","Family Primecare LLC","null","1AMW051800","2026-06-22T00:00:00.0000000","null","430.350","430.350","0.000","                    ","False","2026-06-22T00:00:00.0000000"
"1AMX","Sadan Patel","null","1AMX051800","2026-06-23T00:00:00.0000000","null","470.960","470.960","0.000","                    ","False","2026-06-23T00:00:00.0000000"
"1AMZ","Dr Ken Factor","null","1AMZ051800","2026-06-24T00:00:00.0000000","null","403.820","403.820","0.000","                    ","False","2026-06-24T00:00:00.0000000"
"1AN0","United Medical Group","null","1AN0051800","2026-06-25T00:00:00.0000000","null","828.800","828.800","0.000","                    ","False","2026-06-25T00:00:00.0000000"
"1AN2","Ashland Physiatry & Pain Mgmt","null","1AN2051800","2026-06-26T00:00:00.0000000","null","423.780","423.780","0.000","                    ","False","2026-06-26T00:00:00.0000000"
